Order_ID,Order_Date,Product_ID,Location_ID,Units_Sold,Revenue,Cost,Ad_Spend,Year,Month Name,Quarter,Start of Year,End of Year,TotalRevenue,ProductRank,TotalProfit,CityRank
ZiVA198,11-06-2025,OZ2,VA7,1,2199,1252.28,186.07,2025,June,2,01-01-2025,31-12-2025,532158,3,101495.94,5
ZiVA199,14-06-2025,OZ6,VA3,3,2397,1441.15,318.17,2025,June,2,01-01-2025,31-12-2025,218926,8,92016.54,7
ZiVA200,14-02-2026,OZ7,VA8,4,2396,1323.67,129.16,2026,February,1,01-01-2026,31-12-2026,195274,9,82367.24,9
ZiVA201,14-03-2024,OZ8,VA7,2,998,625.47,142.18,2024,March,1,01-01-2024,31-12-2024,171656,10,101495.94,5
ZiVA202,10-09-2024,OZ1,VA3,2,3998,2549.01,532.1,2024,September,3,01-01-2024,31-12-2024,673663,1,92016.54,7
ZiVA203,12-02-2026,OZ4,VA1,3,2997,2085.64,166.51,2026,February,1,01-01-2026,31-12-2026,271728,7,109108.47,1
ZiVA204,18-06-2025,OZ10,VA1,1,1499,1038.86,116.82,2025,June,2,01-01-2025,31-12-2025,487175,4,109108.47,1
ZiVA205,24-03-2025,OZ5,VA1,4,3196,2258,270.23,2025,March,1,01-01-2025,31-12-2025,286042,5,109108.47,1
ZiVA206,17-05-2024,OZ3,VA3,4,9996,7180.94,748.72,2024,May,2,01-01-2024,31-12-2024,652239,2,92016.54,7
ZiVA207,04-05-2025,OZ7,VA8,4,2396,1478.26,210.64,2025,May,2,01-01-2025,31-12-2025,195274,9,82367.24,9
ZiVA208,01-06-2025,OZ5,VA6,5,3995,2322.4,359.73,2025,June,2,01-01-2025,31-12-2025,286042,5,76598.8,10
ZiVA209,12-01-2025,OZ3,VA4,2,4998,2957.41,640.52,2025,January,1,01-01-2025,31-12-2025,652239,2,83645.5,8
ZiVA210,18-11-2024,OZ8,VA5,1,499,331.9,29.98,2024,November,4,01-01-2024,31-12-2024,171656,10,103391.5,4
ZiVA211,18-01-2025,OZ5,VA7,2,1598,1037.88,174.25,2025,January,1,01-01-2025,31-12-2025,286042,5,101495.94,5
ZiVA212,22-02-2025,OZ6,VA9,2,1598,994.62,152.2,2025,February,1,01-01-2025,31-12-2025,218926,8,106096.5,2
ZiVA213,22-01-2025,OZ10,VA5,1,1499,1049.73,154.92,2025,January,1,01-01-2025,31-12-2025,487175,4,103391.5,4
ZiVA214,19-01-2026,OZ2,VA9,5,10995,7166.5,942.15,2026,January,1,01-01-2026,31-12-2026,532158,3,106096.5,2
ZiVA215,25-09-2025,OZ2,VA7,5,10995,6491,1459.43,2025,September,3,01-01-2025,31-12-2025,532158,3,101495.94,5
ZiVA216,07-11-2024,OZ4,VA8,4,3996,2236.06,329.54,2024,November,4,01-01-2024,31-12-2024,271728,7,82367.24,9
ZiVA217,03-10-2024,OZ1,VA8,3,5997,3784.83,652.22,2024,October,4,01-01-2024,31-12-2024,673663,1,82367.24,9
ZiVA218,22-02-2024,OZ7,VA4,1,599,405.22,75.42,2024,February,1,01-01-2024,31-12-2024,195274,9,83645.5,8
ZiVA219,02-10-2025,OZ10,VA4,5,7495,5566.5,1016.85,2025,October,4,01-01-2025,31-12-2025,487175,4,83645.5,8
ZiVA220,13-09-2025,OZ9,VA3,3,2697,1978.5,382.26,2025,September,3,01-01-2025,31-12-2025,283185,6,92016.54,7
ZiVA221,17-09-2024,OZ9,VA2,2,1798,1008.36,187.62,2024,September,3,01-01-2024,31-12-2024,283185,6,103620.97,3
ZiVA222,02-03-2025,OZ8,VA2,3,1497,910.79,146.95,2025,March,1,01-01-2025,31-12-2025,171656,10,103620.97,3
ZiVA223,16-02-2026,OZ2,VA2,3,6597,4670.37,806.48,2026,February,1,01-01-2026,31-12-2026,532158,3,103620.97,3
ZiVA224,21-11-2024,OZ6,VA2,2,1598,1147.85,171.83,2024,November,4,01-01-2024,31-12-2024,218926,8,103620.97,3
ZiVA225,07-01-2026,OZ9,VA9,1,899,607.92,81.12,2026,January,1,01-01-2026,31-12-2026,283185,6,106096.5,2
ZiVA226,09-08-2025,OZ1,VA1,5,9995,6542.53,1155.98,2025,August,3,01-01-2025,31-12-2025,673663,1,109108.47,1
ZiVA227,18-10-2024,OZ4,VA3,2,1998,1318.81,263.07,2024,October,4,01-01-2024,31-12-2024,271728,7,92016.54,7
ZiVA228,24-02-2025,OZ6,VA5,5,3995,2688.17,317.05,2025,February,1,01-01-2025,31-12-2025,218926,8,103391.5,4
ZiVA229,24-12-2024,OZ5,VA3,3,2397,1598.65,259.28,2024,December,4,01-01-2024,31-12-2024,286042,5,92016.54,7
ZiVA230,12-03-2025,OZ1,VA3,1,1999,1193.79,114.83,2025,March,1,01-01-2025,31-12-2025,673663,1,92016.54,7
ZiVA231,06-10-2024,OZ9,VA2,4,3596,2425.14,314.58,2024,October,4,01-01-2024,31-12-2024,283185,6,103620.97,3
ZiVA232,15-01-2026,OZ8,VA4,1,499,320.02,53.36,2026,January,1,01-01-2026,31-12-2026,171656,10,83645.5,8
ZiVA233,08-05-2024,OZ3,VA9,3,7497,5597.5,703.82,2024,May,2,01-01-2024,31-12-2024,652239,2,106096.5,2
ZiVA234,30-12-2024,OZ7,VA6,2,1198,819.4,119,2024,December,4,01-01-2024,31-12-2024,195274,9,76598.8,10
ZiVA235,11-10-2025,OZ3,VA7,2,4998,3654.88,422.27,2025,October,4,01-01-2025,31-12-2025,652239,2,101495.94,5
ZiVA236,31-05-2025,OZ3,VA2,3,7497,4304.08,400.36,2025,May,2,01-01-2025,31-12-2025,652239,2,103620.97,3
ZiVA237,24-02-2024,OZ7,VA1,2,1198,706.03,88.21,2024,February,1,01-01-2024,31-12-2024,195274,9,109108.47,1
ZiVA238,24-12-2025,OZ7,VA4,5,2995,1878.5,210.9,2025,December,4,01-01-2025,31-12-2025,195274,9,83645.5,8
ZiVA239,28-05-2024,OZ5,VA4,2,1598,1129.22,136.45,2024,May,2,01-01-2024,31-12-2024,286042,5,83645.5,8
ZiVA240,21-02-2025,OZ5,VA3,5,3995,2842.33,429.9,2025,February,1,01-01-2025,31-12-2025,286042,5,92016.54,7
ZiVA241,13-03-2025,OZ8,VA10,2,998,591.97,54.16,2025,March,1,01-01-2025,31-12-2025,171656,10,92967.49,6
ZiVA242,20-12-2024,OZ3,VA1,1,2499,1430.27,329.69,2024,December,4,01-01-2024,31-12-2024,652239,2,109108.47,1
ZiVA243,29-02-2024,OZ6,VA4,3,2397,1713.63,281.92,2024,February,1,01-01-2024,31-12-2024,218926,8,83645.5,8
ZiVA244,09-10-2025,OZ8,VA3,3,1497,903.79,115.05,2025,October,4,01-01-2025,31-12-2025,171656,10,92016.54,7
ZiVA245,17-03-2025,OZ7,VA2,5,2995,1867.77,183.58,2025,March,1,01-01-2025,31-12-2025,195274,9,103620.97,3
ZiVA246,10-09-2025,OZ6,VA5,2,1598,1177.09,206.62,2025,September,3,01-01-2025,31-12-2025,218926,8,103391.5,4
ZiVA247,12-09-2025,OZ9,VA8,1,899,526.09,100.76,2025,September,3,01-01-2025,31-12-2025,283185,6,82367.24,9
ZiVA248,14-08-2024,OZ10,VA1,3,4497,2653.95,239.25,2024,August,3,01-01-2024,31-12-2024,487175,4,109108.47,1
ZiVA249,26-10-2024,OZ5,VA4,4,3196,1843.33,395.46,2024,October,4,01-01-2024,31-12-2024,286042,5,83645.5,8
ZiVA250,11-04-2024,OZ5,VA2,1,799,486.44,86.42,2024,April,2,01-01-2024,31-12-2024,286042,5,103620.97,3
ZiVA251,31-08-2024,OZ5,VA2,5,3995,2417.43,237.95,2024,August,3,01-01-2024,31-12-2024,286042,5,103620.97,3
ZiVA252,28-12-2025,OZ5,VA4,1,799,556.23,115.8,2025,December,4,01-01-2025,31-12-2025,286042,5,83645.5,8
ZiVA253,25-09-2024,OZ4,VA5,1,999,634.53,94.73,2024,September,3,01-01-2024,31-12-2024,271728,7,103391.5,4
ZiVA254,03-03-2025,OZ2,VA7,4,8796,6425.32,1119.89,2025,March,1,01-01-2025,31-12-2025,532158,3,101495.94,5
ZiVA255,21-05-2025,OZ9,VA5,2,1798,1107.64,91.38,2025,May,2,01-01-2025,31-12-2025,283185,6,103391.5,4
ZiVA256,08-11-2025,OZ8,VA3,5,2495,1712.06,357.28,2025,November,4,01-01-2025,31-12-2025,171656,10,92016.54,7
ZiVA257,10-01-2026,OZ7,VA3,5,2995,1829.69,168.25,2026,January,1,01-01-2026,31-12-2026,195274,9,92016.54,7
ZiVA258,19-10-2024,OZ5,VA5,1,799,502.68,112.26,2024,October,4,01-01-2024,31-12-2024,286042,5,103391.5,4
ZiVA259,27-05-2024,OZ6,VA10,4,3196,1871.66,250.3,2024,May,2,01-01-2024,31-12-2024,218926,8,92967.49,6
ZiVA260,30-11-2025,OZ1,VA8,5,9995,5561.48,1454.7,2025,November,4,01-01-2025,31-12-2025,673663,1,82367.24,9
ZiVA261,19-03-2025,OZ1,VA2,2,3998,2746.47,291.1,2025,March,1,01-01-2025,31-12-2025,673663,1,103620.97,3
ZiVA262,21-06-2025,OZ2,VA1,1,2199,1358.16,201.63,2025,June,2,01-01-2025,31-12-2025,532158,3,109108.47,1
ZiVA263,12-05-2024,OZ3,VA10,1,2499,1616.05,218.52,2024,May,2,01-01-2024,31-12-2024,652239,2,92967.49,6
ZiVA264,21-10-2025,OZ3,VA8,4,9996,5616.99,1187.25,2025,October,4,01-01-2025,31-12-2025,652239,2,82367.24,9
ZiVA265,06-04-2025,OZ6,VA7,4,3196,2181.95,475.89,2025,April,2,01-01-2025,31-12-2025,218926,8,101495.94,5
ZiVA266,12-01-2026,OZ9,VA6,5,4495,2700.22,483.94,2026,January,1,01-01-2026,31-12-2026,283185,6,76598.8,10
ZiVA267,12-05-2024,OZ7,VA4,4,2396,1586.29,307.28,2024,May,2,01-01-2024,31-12-2024,195274,9,83645.5,8
ZiVA268,18-11-2025,OZ8,VA4,2,998,619.13,91.73,2025,November,4,01-01-2025,31-12-2025,171656,10,83645.5,8
ZiVA269,02-10-2024,OZ1,VA8,4,7996,5831.88,637.22,2024,October,4,01-01-2024,31-12-2024,673663,1,82367.24,9
ZiVA270,25-01-2025,OZ3,VA5,2,4998,3547.14,284.13,2025,January,1,01-01-2025,31-12-2025,652239,2,103391.5,4
ZiVA271,13-08-2024,OZ5,VA7,1,799,513.32,102.19,2024,August,3,01-01-2024,31-12-2024,286042,5,101495.94,5
ZiVA272,27-02-2025,OZ9,VA3,3,2697,1601.02,322.16,2025,February,1,01-01-2025,31-12-2025,283185,6,92016.54,7
ZiVA273,13-09-2025,OZ9,VA6,1,899,531.07,110.6,2025,September,3,01-01-2025,31-12-2025,283185,6,76598.8,10
ZiVA274,24-12-2025,OZ1,VA1,4,7996,5283.39,890.9,2025,December,4,01-01-2025,31-12-2025,673663,1,109108.47,1
ZiVA275,05-08-2024,OZ2,VA10,2,4398,3157.05,593.86,2024,August,3,01-01-2024,31-12-2024,532158,3,92967.49,6
ZiVA276,02-06-2025,OZ1,VA10,4,7996,5364.34,976.63,2025,June,2,01-01-2025,31-12-2025,673663,1,92967.49,6
ZiVA277,29-11-2025,OZ9,VA2,1,899,586.53,74.24,2025,November,4,01-01-2025,31-12-2025,283185,6,103620.97,3
ZiVA278,03-02-2025,OZ4,VA7,2,1998,1291.07,204.94,2025,February,1,01-01-2025,31-12-2025,271728,7,101495.94,5
ZiVA279,26-11-2024,OZ2,VA3,4,8796,6210.4,1024.5,2024,November,4,01-01-2024,31-12-2024,532158,3,92016.54,7
ZiVA280,15-08-2024,OZ8,VA6,4,1996,1400.95,105.33,2024,August,3,01-01-2024,31-12-2024,171656,10,76598.8,10
ZiVA281,24-12-2024,OZ9,VA5,1,899,558.59,76.84,2024,December,4,01-01-2024,31-12-2024,283185,6,103391.5,4
ZiVA282,16-11-2024,OZ7,VA7,3,1797,1027.97,210.9,2024,November,4,01-01-2024,31-12-2024,195274,9,101495.94,5
ZiVA283,24-12-2024,OZ5,VA4,3,2397,1695.51,233.05,2024,December,4,01-01-2024,31-12-2024,286042,5,83645.5,8
ZiVA284,17-10-2025,OZ10,VA7,5,7495,5077.06,910.69,2025,October,4,01-01-2025,31-12-2025,487175,4,101495.94,5
ZiVA285,03-07-2025,OZ9,VA3,5,4495,2662.91,306.28,2025,July,3,01-01-2025,31-12-2025,283185,6,92016.54,7
ZiVA286,17-03-2025,OZ1,VA5,4,7996,5578.71,549.97,2025,March,1,01-01-2025,31-12-2025,673663,1,103391.5,4
ZiVA287,03-07-2024,OZ10,VA6,3,4497,2805.54,573.21,2024,July,3,01-01-2024,31-12-2024,487175,4,76598.8,10
ZiVA288,28-07-2024,OZ7,VA2,5,2995,1686.34,278.71,2024,July,3,01-01-2024,31-12-2024,195274,9,103620.97,3
ZiVA289,13-09-2025,OZ10,VA7,5,7495,4505.94,890.47,2025,September,3,01-01-2025,31-12-2025,487175,4,101495.94,5
ZiVA290,15-11-2025,OZ1,VA6,2,3998,2432.46,363.08,2025,November,4,01-01-2025,31-12-2025,673663,1,76598.8,10
ZiVA291,30-09-2024,OZ6,VA6,3,2397,1446.1,331.15,2024,September,3,01-01-2024,31-12-2024,218926,8,76598.8,10
ZiVA292,15-06-2024,OZ1,VA9,5,9995,6023.83,1462.93,2024,June,2,01-01-2024,31-12-2024,673663,1,106096.5,2
ZiVA293,29-03-2025,OZ5,VA1,5,3995,2874.92,333.11,2025,March,1,01-01-2025,31-12-2025,286042,5,109108.47,1
ZiVA294,10-01-2025,OZ9,VA4,5,4495,2521.62,263.13,2025,January,1,01-01-2025,31-12-2025,283185,6,83645.5,8
ZiVA295,15-09-2024,OZ9,VA1,2,1798,1172.45,150.25,2024,September,3,01-01-2024,31-12-2024,283185,6,109108.47,1
ZiVA296,22-04-2024,OZ6,VA7,2,1598,970.67,185.11,2024,April,2,01-01-2024,31-12-2024,218926,8,101495.94,5
ZiVA297,20-12-2024,OZ1,VA2,2,3998,2603.28,438.04,2024,December,4,01-01-2024,31-12-2024,673663,1,103620.97,3
ZiVA298,12-01-2026,OZ1,VA5,4,7996,5329.13,750.12,2026,January,1,01-01-2026,31-12-2026,673663,1,103391.5,4
ZiVA299,09-05-2024,OZ10,VA9,3,4497,2723.37,539.46,2024,May,2,01-01-2024,31-12-2024,487175,4,106096.5,2
ZiVA300,01-08-2024,OZ9,VA2,2,1798,1133.06,156.15,2024,August,3,01-01-2024,31-12-2024,283185,6,103620.97,3
ZiVA301,12-12-2025,OZ2,VA5,4,8796,5308.3,918.88,2025,December,4,01-01-2025,31-12-2025,532158,3,103391.5,4
ZiVA302,01-03-2024,OZ1,VA6,1,1999,1248.91,194.08,2024,March,1,01-01-2024,31-12-2024,673663,1,76598.8,10
ZiVA303,13-11-2024,OZ4,VA6,2,1998,1209.12,140.63,2024,November,4,01-01-2024,31-12-2024,271728,7,76598.8,10
ZiVA304,22-05-2025,OZ4,VA4,1,999,609.03,141.53,2025,May,2,01-01-2025,31-12-2025,271728,7,83645.5,8
ZiVA305,21-03-2025,OZ6,VA9,3,2397,1452.7,211.86,2025,March,1,01-01-2025,31-12-2025,218926,8,106096.5,2
ZiVA306,20-04-2024,OZ5,VA8,5,3995,2730.7,419.06,2024,April,2,01-01-2024,31-12-2024,286042,5,82367.24,9
ZiVA307,07-11-2025,OZ6,VA1,2,1598,1046.78,95.33,2025,November,4,01-01-2025,31-12-2025,218926,8,109108.47,1
ZiVA308,14-01-2026,OZ3,VA6,1,2499,1793.59,295.35,2026,January,1,01-01-2026,31-12-2026,652239,2,76598.8,10
ZiVA309,05-05-2025,OZ9,VA5,1,899,588.38,128.91,2025,May,2,01-01-2025,31-12-2025,283185,6,103391.5,4
ZiVA310,03-04-2024,OZ9,VA4,3,2697,1547.93,345.3,2024,April,2,01-01-2024,31-12-2024,283185,6,83645.5,8
ZiVA311,03-11-2024,OZ7,VA3,2,1198,705.89,159.3,2024,November,4,01-01-2024,31-12-2024,195274,9,92016.54,7
ZiVA312,09-11-2025,OZ4,VA7,1,999,644.86,102.2,2025,November,4,01-01-2025,31-12-2025,271728,7,101495.94,5
ZiVA313,17-10-2025,OZ10,VA5,2,2998,1675.01,154.73,2025,October,4,01-01-2025,31-12-2025,487175,4,103391.5,4
ZiVA314,11-01-2025,OZ8,VA1,1,499,289.54,29.96,2025,January,1,01-01-2025,31-12-2025,171656,10,109108.47,1
ZiVA315,13-10-2024,OZ10,VA5,1,1499,1023.45,131.97,2024,October,4,01-01-2024,31-12-2024,487175,4,103391.5,4
ZiVA316,15-08-2024,OZ5,VA6,5,3995,2945.16,562.14,2024,August,3,01-01-2024,31-12-2024,286042,5,76598.8,10
ZiVA317,06-01-2025,OZ5,VA8,4,3196,2261.57,477.71,2025,January,1,01-01-2025,31-12-2025,286042,5,82367.24,9
ZiVA318,15-02-2026,OZ9,VA6,1,899,634.54,61.86,2026,February,1,01-01-2026,31-12-2026,283185,6,76598.8,10
ZiVA319,22-09-2025,OZ8,VA5,4,1996,1149.83,214.43,2025,September,3,01-01-2025,31-12-2025,171656,10,103391.5,4
ZiVA320,21-04-2024,OZ4,VA8,3,2997,1907.99,441.44,2024,April,2,01-01-2024,31-12-2024,271728,7,82367.24,9
ZiVA321,01-09-2025,OZ9,VA2,2,1798,1259.01,101.61,2025,September,3,01-01-2025,31-12-2025,283185,6,103620.97,3
ZiVA322,30-10-2025,OZ9,VA3,4,3596,2187.57,193.98,2025,October,4,01-01-2025,31-12-2025,283185,6,92016.54,7
ZiVA323,12-07-2024,OZ6,VA10,4,3196,2208.61,284.32,2024,July,3,01-01-2024,31-12-2024,218926,8,92967.49,6
ZiVA324,25-05-2025,OZ5,VA10,4,3196,1794.92,252.07,2025,May,2,01-01-2025,31-12-2025,286042,5,92967.49,6
ZiVA325,03-06-2025,OZ10,VA9,3,4497,2529.81,421.39,2025,June,2,01-01-2025,31-12-2025,487175,4,106096.5,2
ZiVA326,17-11-2024,OZ6,VA10,3,2397,1593.56,193.2,2024,November,4,01-01-2024,31-12-2024,218926,8,92967.49,6
ZiVA327,26-04-2025,OZ7,VA8,1,599,369.91,73.66,2025,April,2,01-01-2025,31-12-2025,195274,9,82367.24,9
ZiVA328,12-04-2024,OZ10,VA3,2,2998,1910.77,392.13,2024,April,2,01-01-2024,31-12-2024,487175,4,92016.54,7
ZiVA329,02-01-2026,OZ10,VA3,3,4497,3240.67,360.25,2026,January,1,01-01-2026,31-12-2026,487175,4,92016.54,7
ZiVA330,07-07-2024,OZ5,VA1,2,1598,1186.56,90.39,2024,July,3,01-01-2024,31-12-2024,286042,5,109108.47,1
ZiVA331,26-02-2024,OZ1,VA6,3,5997,4339.5,404.78,2024,February,1,01-01-2024,31-12-2024,673663,1,76598.8,10
ZiVA332,30-06-2024,OZ9,VA10,2,1798,994.46,200.51,2024,June,2,01-01-2024,31-12-2024,283185,6,92967.49,6
ZiVA333,25-03-2025,OZ8,VA2,1,499,326.89,48.62,2025,March,1,01-01-2025,31-12-2025,171656,10,103620.97,3
ZiVA334,06-03-2025,OZ5,VA10,2,1598,926.7,90.01,2025,March,1,01-01-2025,31-12-2025,286042,5,92967.49,6
ZiVA335,13-01-2026,OZ1,VA7,5,9995,7063.57,1147.49,2026,January,1,01-01-2026,31-12-2026,673663,1,101495.94,5
ZiVA336,13-04-2024,OZ6,VA6,4,3196,2371.19,210.96,2024,April,2,01-01-2024,31-12-2024,218926,8,76598.8,10
ZiVA337,15-12-2025,OZ2,VA8,3,6597,3728.21,776.48,2025,December,4,01-01-2025,31-12-2025,532158,3,82367.24,9
ZiVA338,05-06-2024,OZ1,VA9,3,5997,4430.44,391.45,2024,June,2,01-01-2024,31-12-2024,673663,1,106096.5,2
ZiVA339,12-06-2024,OZ6,VA2,2,1598,1136.39,190.36,2024,June,2,01-01-2024,31-12-2024,218926,8,103620.97,3
ZiVA340,12-06-2025,OZ9,VA1,4,3596,2001.12,455.65,2025,June,2,01-01-2025,31-12-2025,283185,6,109108.47,1
ZiVA341,27-06-2025,OZ8,VA5,3,1497,857.17,154.79,2025,June,2,01-01-2025,31-12-2025,171656,10,103391.5,4
ZiVA342,13-11-2025,OZ5,VA9,3,2397,1325.09,340.14,2025,November,4,01-01-2025,31-12-2025,286042,5,106096.5,2
ZiVA343,13-02-2026,OZ1,VA1,1,1999,1118.08,178.29,2026,February,1,01-01-2026,31-12-2026,673663,1,109108.47,1
ZiVA344,22-04-2025,OZ7,VA4,5,2995,1766.22,177.9,2025,April,2,01-01-2025,31-12-2025,195274,9,83645.5,8
ZiVA345,04-02-2026,OZ2,VA7,2,4398,2980.69,542.43,2026,February,1,01-01-2026,31-12-2026,532158,3,101495.94,5
ZiVA346,21-06-2024,OZ3,VA4,4,9996,6206.36,1082.2,2024,June,2,01-01-2024,31-12-2024,652239,2,83645.5,8
ZiVA347,02-05-2024,OZ9,VA8,1,899,554.87,99.83,2024,May,2,01-01-2024,31-12-2024,283185,6,82367.24,9
ZiVA348,08-04-2025,OZ2,VA7,3,6597,4104.2,978.52,2025,April,2,01-01-2025,31-12-2025,532158,3,101495.94,5
ZiVA349,08-02-2026,OZ2,VA10,1,2199,1258.32,139.94,2026,February,1,01-01-2026,31-12-2026,532158,3,92967.49,6
ZiVA350,28-09-2025,OZ7,VA10,2,1198,759.22,113.32,2025,September,3,01-01-2025,31-12-2025,195274,9,92967.49,6
ZiVA351,30-09-2024,OZ1,VA1,5,9995,6716.36,668.43,2024,September,3,01-01-2024,31-12-2024,673663,1,109108.47,1
ZiVA352,22-10-2025,OZ8,VA1,2,998,714.22,131.87,2025,October,4,01-01-2025,31-12-2025,171656,10,109108.47,1
ZiVA353,19-10-2025,OZ4,VA4,5,4995,3722.78,682.57,2025,October,4,01-01-2025,31-12-2025,271728,7,83645.5,8
ZiVA354,07-06-2025,OZ10,VA7,2,2998,2243.68,394.74,2025,June,2,01-01-2025,31-12-2025,487175,4,101495.94,5
ZiVA355,02-02-2025,OZ7,VA7,4,2396,1767.29,155.63,2025,February,1,01-01-2025,31-12-2025,195274,9,101495.94,5
ZiVA356,03-01-2026,OZ8,VA10,2,998,746.33,135.79,2026,January,1,01-01-2026,31-12-2026,171656,10,92967.49,6
ZiVA357,28-07-2025,OZ5,VA6,4,3196,2061.82,376.73,2025,July,3,01-01-2025,31-12-2025,286042,5,76598.8,10
ZiVA358,29-03-2025,OZ9,VA2,3,2697,1669.34,302.29,2025,March,1,01-01-2025,31-12-2025,283185,6,103620.97,3
ZiVA359,25-09-2024,OZ7,VA1,5,2995,2064.57,423.97,2024,September,3,01-01-2024,31-12-2024,195274,9,109108.47,1
ZiVA360,31-12-2025,OZ7,VA6,4,2396,1723.92,182.93,2025,December,4,01-01-2025,31-12-2025,195274,9,76598.8,10
ZiVA361,29-05-2025,OZ7,VA3,1,599,336.92,44.82,2025,May,2,01-01-2025,31-12-2025,195274,9,92016.54,7
ZiVA362,20-06-2025,OZ4,VA4,5,4995,2904.76,703.05,2025,June,2,01-01-2025,31-12-2025,271728,7,83645.5,8
ZiVA363,18-09-2024,OZ3,VA8,2,4998,3175.77,350.4,2024,September,3,01-01-2024,31-12-2024,652239,2,82367.24,9
ZiVA364,30-04-2024,OZ6,VA7,4,3196,2043.34,216.04,2024,April,2,01-01-2024,31-12-2024,218926,8,101495.94,5
ZiVA365,13-12-2024,OZ9,VA4,1,899,643.39,73.38,2024,December,4,01-01-2024,31-12-2024,283185,6,83645.5,8
ZiVA366,02-10-2025,OZ2,VA10,1,2199,1319.71,240.79,2025,October,4,01-01-2025,31-12-2025,532158,3,92967.49,6
ZiVA367,18-05-2025,OZ2,VA1,5,10995,6966.69,1634.5,2025,May,2,01-01-2025,31-12-2025,532158,3,109108.47,1
ZiVA368,25-02-2025,OZ4,VA3,1,999,569.3,95.59,2025,February,1,01-01-2025,31-12-2025,271728,7,92016.54,7
ZiVA369,01-06-2025,OZ4,VA6,1,999,616.34,92,2025,June,2,01-01-2025,31-12-2025,271728,7,76598.8,10
ZiVA370,03-04-2024,OZ7,VA7,4,2396,1562.86,338.43,2024,April,2,01-01-2024,31-12-2024,195274,9,101495.94,5
ZiVA371,09-04-2025,OZ8,VA9,5,2495,1678.86,156.26,2025,April,2,01-01-2025,31-12-2025,171656,10,106096.5,2
ZiVA372,04-09-2024,OZ1,VA5,2,3998,2412.45,252.77,2024,September,3,01-01-2024,31-12-2024,673663,1,103391.5,4
ZiVA373,04-07-2025,OZ9,VA2,2,1798,1094.13,110.8,2025,July,3,01-01-2025,31-12-2025,283185,6,103620.97,3
ZiVA374,03-04-2025,OZ5,VA2,5,3995,2274.62,578.32,2025,April,2,01-01-2025,31-12-2025,286042,5,103620.97,3
ZiVA375,12-03-2025,OZ8,VA2,1,499,279.64,28.68,2025,March,1,01-01-2025,31-12-2025,171656,10,103620.97,3
ZiVA376,26-07-2025,OZ8,VA1,4,1996,1102.16,151.37,2025,July,3,01-01-2025,31-12-2025,171656,10,109108.47,1
ZiVA377,18-02-2026,OZ10,VA3,4,5996,4474.45,553.1,2026,February,1,01-01-2026,31-12-2026,487175,4,92016.54,7
ZiVA378,04-09-2024,OZ6,VA7,3,2397,1550.7,335.34,2024,September,3,01-01-2024,31-12-2024,218926,8,101495.94,5
ZiVA379,19-01-2026,OZ3,VA2,5,12495,7681.07,676.36,2026,January,1,01-01-2026,31-12-2026,652239,2,103620.97,3
ZiVA380,10-08-2025,OZ6,VA9,3,2397,1392.19,358.17,2025,August,3,01-01-2025,31-12-2025,218926,8,106096.5,2
ZiVA381,14-11-2025,OZ7,VA10,3,1797,1131.27,151.12,2025,November,4,01-01-2025,31-12-2025,195274,9,92967.49,6
ZiVA382,06-08-2024,OZ6,VA9,3,2397,1694.81,126.74,2024,August,3,01-01-2024,31-12-2024,218926,8,106096.5,2
ZiVA383,08-04-2025,OZ10,VA3,4,5996,3380.67,848.43,2025,April,2,01-01-2025,31-12-2025,487175,4,92016.54,7
ZiVA384,10-08-2025,OZ9,VA6,1,899,557.12,128.37,2025,August,3,01-01-2025,31-12-2025,283185,6,76598.8,10
ZiVA385,14-08-2025,OZ8,VA6,3,1497,918.95,116.23,2025,August,3,01-01-2025,31-12-2025,171656,10,76598.8,10
ZiVA386,25-01-2025,OZ7,VA6,4,2396,1348.63,156.86,2025,January,1,01-01-2025,31-12-2025,195274,9,76598.8,10
ZiVA387,13-01-2025,OZ9,VA6,3,2697,1491.22,239.61,2025,January,1,01-01-2025,31-12-2025,283185,6,76598.8,10
ZiVA388,19-04-2025,OZ4,VA4,5,4995,3625.15,459.18,2025,April,2,01-01-2025,31-12-2025,271728,7,83645.5,8
ZiVA389,04-11-2024,OZ3,VA8,2,4998,3382.66,654.32,2024,November,4,01-01-2024,31-12-2024,652239,2,82367.24,9
ZiVA390,04-04-2025,OZ8,VA4,1,499,301.55,45.12,2025,April,2,01-01-2025,31-12-2025,171656,10,83645.5,8
ZiVA391,23-03-2025,OZ5,VA4,4,3196,1962.69,452.85,2025,March,1,01-01-2025,31-12-2025,286042,5,83645.5,8
ZiVA392,30-09-2024,OZ5,VA10,4,3196,2074.93,417.5,2024,September,3,01-01-2024,31-12-2024,286042,5,92967.49,6
ZiVA393,24-12-2024,OZ5,VA2,4,3196,2304.22,220.43,2024,December,4,01-01-2024,31-12-2024,286042,5,103620.97,3
ZiVA394,27-09-2024,OZ8,VA8,3,1497,939.25,219.3,2024,September,3,01-01-2024,31-12-2024,171656,10,82367.24,9
ZiVA395,10-06-2024,OZ8,VA9,1,499,325.02,43.78,2024,June,2,01-01-2024,31-12-2024,171656,10,106096.5,2
ZiVA396,24-10-2025,OZ7,VA10,1,599,360.34,79.51,2025,October,4,01-01-2025,31-12-2025,195274,9,92967.49,6
